customer_id,recency,frequency,monetary value,R_value,F_value,M_value,RFM score,customer loyalty,customer_title,Age,Age class
144,6,8,4888.0199999999995,4,4,4,444,d) excellent,a) most loyal customer,,
145,28,7,3140.3,3,3,3,333,c) good,e) Potential customer,25.0,30.0
146,194,2,217.06,1,1,1,111,a) poor,k) Lost customer,36.0,40.0
147,34,6,5034.16,3,3,4,334,c) good,e) Potential customer,49.0,50.0
148,43,5,3268.4,3,2,3,323,c) good,e) Potential customer,40.0,40.0
149,18,5,2129.34,3,2,2,322,c) good,f) first time buyer,27.0,30.0
150,75,4,2446.51,2,1,2,212,b) avarage,h) Could be lost,38.0,40.0
151,0,7,5665.41,4,3,4,434,d) excellent,b) very loyal customer,57.0,60.0
152,158,2,1966.8799999999999,1,1,2,112,a) poor,j)Evasive Customer ,41.0,50.0
153,64,7,5522.51,2,3,4,234,b) avarage,g) losing customer,44.0,50.0
154,23,5,683.6300000000001,3,2,1,321,c) good,f) first time buyer,64.0,70.0
155,8,3,1088.42,4,1,1,411,c) good,d) Recent customer,36.0,40.0
156,16,5,3095.3699999999994,4,2,3,423,d) excellent,c) Becoming loyal,42.0,50.0
157,135,3,381.41999999999996,1,1,1,111,a) poor,k) Lost customer,47.0,50.0
158,65,6,4627.349999999999,2,3,4,234,b) avarage,g) losing customer,38.0,40.0
159,66,6,2935.3700000000003,2,3,3,233,b) avarage,g) losing customer,34.0,40.0
160,93,2,2614.16,1,1,2,112,a) poor,j)Evasive Customer ,58.0,60.0
161,159,1,459.46,1,1,1,111,a) poor,k) Lost customer,46.0,50.0
162,98,3,1329.6100000000001,1,1,1,111,a) poor,k) Lost customer,42.0,50.0
163,114,2,1101.28,1,1,1,111,a) poor,k) Lost customer,46.0,50.0
164,198,3,786.14,1,1,1,111,a) poor,k) Lost customer,23.0,30.0
165,8,9,6182.519999999999,4,4,4,444,d) excellent,a) most loyal customer,38.0,40.0
166,63,8,4197.4400000000005,2,4,4,244,b) avarage,g) losing customer,66.0,70.0
167,14,9,5993.34,4,4,4,444,d) excellent,a) most loyal customer,52.0,60.0
168,136,8,5800.6,1,4,4,144,a) poor,i) On the brink of losing customer,,
169,61,3,696.26,2,1,1,211,a) poor,i) On the brink of losing customer,64.0,70.0
170,100,3,1369.16,1,1,1,111,a) poor,k) Lost customer,47.0,50.0
171,18,8,4833.139999999999,3,4,4,344,c) good,d) Recent customer,52.0,60.0
172,11,7,2348.66,4,3,2,432,d) excellent,c) Becoming loyal,33.0,40.0
173,15,9,6549.51,4,4,4,444,d) excellent,a) most loyal customer,25.0,30.0
174,11,10,7628.240000000001,4,4,4,444,d) excellent,a) most loyal customer,32.0,40.0
175,64,5,2170.54,2,2,2,222,b) avarage,h) Could be lost,46.0,50.0
176,22,5,3090.0700000000006,3,2,3,323,c) good,e) Potential customer,30.0,30.0
177,37,11,3980.14,3,4,3,343,c) good,e) Potential customer,32.0,40.0
178,32,4,2184.58,3,1,2,312,c) good,f) first time buyer,55.0,60.0
179,40,3,1814.59,3,1,1,311,b) avarage,f) first time buyer,55.0,60.0
180,11,7,4065.3500000000004,4,3,3,433,d) excellent,b) very loyal customer,50.0,50.0
181,50,5,2365.24,2,2,2,222,b) avarage,h) Could be lost,39.0,40.0
182,13,7,5409.12,4,3,4,434,d) excellent,b) very loyal customer,29.0,30.0
183,102,6,3187.8399999999997,1,3,3,133,a) poor,i) On the brink of losing customer,25.0,30.0
184,32,3,2181.3500000000004,3,1,2,312,c) good,f) first time buyer,50.0,50.0
185,8,7,3547.6800000000003,4,3,3,433,d) excellent,b) very loyal customer,42.0,50.0
186,23,6,2166.17,3,3,2,332,c) good,e) Potential customer,48.0,50.0
187,14,7,3014.88,4,3,3,433,d) excellent,b) very loyal customer,68.0,70.0
188,15,6,2658.87,4,3,2,432,d) excellent,c) Becoming loyal,47.0,50.0
189,3,5,5329.98,4,2,4,424,d) excellent,c) Becoming loyal,41.0,50.0
190,207,3,699.48,1,1,1,111,a) poor,k) Lost customer,43.0,50.0
191,105,1,834.94,1,1,1,111,a) poor,k) Lost customer,62.0,70.0
192,79,4,1519.4699999999998,2,1,1,211,a) poor,i) On the brink of losing customer,43.0,50.0
193,24,5,2551.4999999999995,3,2,2,322,c) good,f) first time buyer,58.0,60.0
194,108,3,2608.2799999999997,1,1,2,112,a) poor,j)Evasive Customer ,47.0,50.0
195,0,7,9633.41,4,3,4,434,d) excellent,b) very loyal customer,63.0,70.0
196,146,8,3738.0,1,4,3,143,a) poor,i) On the brink of losing customer,56.0,60.0
197,27,9,3651.7099999999996,3,4,3,343,c) good,e) Potential customer,45.0,50.0
198,58,9,6631.87,2,4,4,244,b) avarage,g) losing customer,40.0,40.0
199,15,4,2650.5299999999997,4,1,2,412,d) excellent,d) Recent customer,44.0,50.0
200,7,9,7283.860000000001,4,4,4,444,d) excellent,a) most loyal customer,65.0,70.0
201,28,7,4159.18,3,3,4,334,c) good,e) Potential customer,56.0,60.0
202,18,3,1295.9099999999999,3,1,1,311,b) avarage,f) first time buyer,59.0,60.0
203,11,5,1481.12,4,2,1,421,d) excellent,c) Becoming loyal,58.0,60.0
204,27,8,6287.29,3,4,4,344,c) good,d) Recent customer,46.0,50.0
205,52,9,2008.27,2,4,2,242,b) avarage,g) losing customer,64.0,70.0
206,77,4,3816.6499999999996,2,1,3,213,b) avarage,h) Could be lost,68.0,70.0
207,279,3,1630.03,1,1,1,111,a) poor,k) Lost customer,27.0,30.0
208,27,5,3342.02,3,2,3,323,c) good,e) Potential customer,27.0,30.0
209,107,5,3081.0700000000006,1,2,3,123,a) poor,j)Evasive Customer ,64.0,70.0
210,22,6,2957.03,3,3,3,333,c) good,e) Potential customer,58.0,60.0
211,39,9,4090.05,3,4,3,343,c) good,e) Potential customer,48.0,50.0
212,187,2,1790.41,1,1,1,111,a) poor,k) Lost customer,20.0,20.0
213,28,11,8544.5,3,4,4,344,c) good,d) Recent customer,26.0,30.0
214,56,6,2498.84,2,3,2,232,b) avarage,g) losing customer,64.0,70.0
215,3,8,3889.3899999999994,4,4,3,443,d) excellent,b) very loyal customer,48.0,50.0
216,16,4,2152.05,4,1,2,412,d) excellent,d) Recent customer,26.0,30.0
217,4,8,2335.69,4,4,2,442,d) excellent,b) very loyal customer,42.0,50.0
218,14,4,1476.17,4,1,1,411,c) good,d) Recent customer,29.0,30.0
219,40,6,1688.33,3,3,1,331,c) good,e) Potential customer,57.0,60.0
220,15,6,4304.11,4,3,4,434,d) excellent,b) very loyal customer,67.0,70.0
221,18,6,3865.68,3,3,3,333,c) good,e) Potential customer,41.0,50.0
222,20,2,1428.06,3,1,1,311,b) avarage,f) first time buyer,44.0,50.0
223,52,7,4410.070000000001,2,3,4,234,b) avarage,g) losing customer,38.0,40.0
224,1,5,2461.79,4,2,2,422,d) excellent,c) Becoming loyal,55.0,60.0
225,37,3,1587.55,3,1,1,311,b) avarage,f) first time buyer,44.0,50.0
226,116,2,1173.8600000000001,1,1,1,111,a) poor,k) Lost customer,44.0,50.0
227,26,5,3906.03,3,2,3,323,c) good,e) Potential customer,48.0,50.0
228,77,5,3719.75,2,2,3,223,b) avarage,h) Could be lost,36.0,40.0
229,60,5,1811.84,2,2,1,221,b) avarage,h) Could be lost,56.0,60.0
230,36,10,4745.01,3,4,4,344,c) good,d) Recent customer,68.0,70.0
231,45,4,2344.52,2,1,2,212,b) avarage,h) Could be lost,27.0,30.0
232,141,6,3157.5899999999997,1,3,3,133,a) poor,i) On the brink of losing customer,34.0,40.0
233,17,6,2187.09,4,3,2,432,d) excellent,c) Becoming loyal,35.0,40.0
234,11,9,5763.129999999999,4,4,4,444,d) excellent,a) most loyal customer,52.0,60.0
235,2,11,4685.820000000001,4,4,4,444,d) excellent,a) most loyal customer,45.0,50.0
236,6,4,2434.64,4,1,2,412,d) excellent,d) Recent customer,67.0,70.0
237,26,8,3635.04,3,4,3,343,c) good,e) Potential customer,48.0,50.0
238,107,5,3112.57,1,2,3,123,a) poor,j)Evasive Customer ,38.0,40.0
239,1,9,5928.23,4,4,4,444,d) excellent,a) most loyal customer,29.0,30.0
240,88,5,1893.0,1,2,2,122,a) poor,j)Evasive Customer ,32.0,40.0
241,47,4,1922.8199999999997,2,1,2,212,b) avarage,h) Could be lost,34.0,40.0
242,131,7,2558.7,1,3,2,132,a) poor,i) On the brink of losing customer,30.0,30.0
243,74,5,2193.5499999999997,2,2,2,222,b) avarage,h) Could be lost,46.0,50.0
244,194,3,3269.2,1,1,3,113,a) poor,j)Evasive Customer ,47.0,50.0
245,12,5,2213.02,4,2,2,422,d) excellent,c) Becoming loyal,20.0,20.0
246,27,9,3174.1600000000003,3,4,3,343,c) good,e) Potential customer,31.0,40.0
247,112,7,4913.16,1,3,4,134,a) poor,i) On the brink of losing customer,39.0,40.0
248,134,6,3059.9400000000005,1,3,3,133,a) poor,i) On the brink of losing customer,44.0,50.0
249,47,9,2236.13,2,4,2,242,b) avarage,g) losing customer,29.0,30.0
250,31,7,4019.05,3,3,3,333,c) good,e) Potential customer,34.0,40.0
251,38,4,1210.0,3,1,1,311,b) avarage,f) first time buyer,44.0,50.0
252,62,5,2597.64,2,2,2,222,b) avarage,h) Could be lost,39.0,40.0
253,17,4,1116.15,4,1,1,411,c) good,d) Recent customer,24.0,30.0
254,41,7,6780.950000000001,3,3,4,334,c) good,e) Potential customer,60.0,60.0
255,57,11,6813.8200000000015,2,4,4,244,b) avarage,g) losing customer,68.0,70.0
256,0,5,1728.66,4,2,1,421,d) excellent,c) Becoming loyal,47.0,50.0
257,92,5,3650.53,1,2,3,123,a) poor,j)Evasive Customer ,55.0,60.0
258,18,5,1642.58,3,2,1,321,c) good,f) first time buyer,30.0,30.0
259,27,4,2124.6499999999996,3,1,2,312,c) good,f) first time buyer,39.0,40.0
260,8,9,3381.41,4,4,3,443,d) excellent,b) very loyal customer,42.0,50.0
261,50,9,4033.15,2,4,3,243,b) avarage,g) losing customer,44.0,50.0
262,10,5,2117.86,4,2,2,422,d) excellent,c) Becoming loyal,44.0,50.0
263,46,7,3476.94,2,3,3,233,b) avarage,g) losing customer,36.0,40.0
264,130,3,198.14000000000001,1,1,1,111,a) poor,k) Lost customer,45.0,50.0
265,79,4,2692.9100000000003,2,1,2,212,b) avarage,h) Could be lost,57.0,60.0
266,32,4,1742.83,3,1,1,311,b) avarage,f) first time buyer,33.0,40.0
267,130,4,2337.9900000000002,1,1,2,112,a) poor,j)Evasive Customer ,,
268,69,4,2713.19,2,1,2,212,b) avarage,h) Could be lost,43.0,50.0
269,168,5,1668.8500000000001,1,2,1,121,a) poor,j)Evasive Customer ,67.0,70.0
270,7,7,4625.21,4,3,4,434,d) excellent,b) very loyal customer,51.0,60.0
271,202,2,1026.27,1,1,1,111,a) poor,k) Lost customer,31.0,40.0
272,91,7,3842.0699999999997,1,3,3,133,a) poor,i) On the brink of losing customer,35.0,40.0
273,28,10,6519.24,3,4,4,344,c) good,d) Recent customer,59.0,60.0
274,149,4,790.06,1,1,1,111,a) poor,k) Lost customer,45.0,50.0
275,132,7,4141.679999999999,1,3,3,133,a) poor,i) On the brink of losing customer,66.0,70.0
276,3,6,1107.95,4,3,1,431,d) excellent,c) Becoming loyal,32.0,40.0
277,21,4,1967.13,3,1,2,312,c) good,f) first time buyer,66.0,70.0
278,248,1,827.16,1,1,1,111,a) poor,k) Lost customer,24.0,30.0
279,14,6,2455.9300000000003,4,3,2,432,d) excellent,c) Becoming loyal,40.0,40.0
280,43,11,7360.53,3,4,4,344,c) good,d) Recent customer,27.0,30.0
281,9,4,2233.67,4,1,2,412,d) excellent,d) Recent customer,49.0,50.0
282,69,2,624.1500000000001,2,1,1,211,a) poor,i) On the brink of losing customer,32.0,40.0
283,91,6,4926.57,1,3,4,134,a) poor,i) On the brink of losing customer,31.0,40.0
284,133,5,3251.42,1,2,3,123,a) poor,j)Evasive Customer ,35.0,40.0
285,7,6,2626.74,4,3,2,432,d) excellent,c) Becoming loyal,44.0,50.0
286,155,3,1737.19,1,1,1,111,a) poor,k) Lost customer,33.0,40.0
288,44,4,1808.73,3,1,1,311,b) avarage,f) first time buyer,36.0,40.0
289,44,9,3924.11,3,4,3,343,c) good,e) Potential customer,51.0,60.0
290,11,5,3368.2799999999997,4,2,3,423,d) excellent,c) Becoming loyal,,
291,40,2,605.01,3,1,1,311,b) avarage,f) first time buyer,50.0,50.0
292,58,7,3631.6000000000004,2,3,3,233,b) avarage,g) losing customer,60.0,60.0
293,10,5,1991.9299999999998,4,2,2,422,d) excellent,c) Becoming loyal,32.0,40.0
294,115,7,5509.67,1,3,4,134,a) poor,i) On the brink of losing customer,63.0,70.0
295,34,7,4539.9,3,3,4,334,c) good,e) Potential customer,57.0,60.0
296,8,3,2515.29,4,1,2,412,d) excellent,d) Recent customer,50.0,50.0
297,8,4,3599.18,4,1,3,413,d) excellent,d) Recent customer,63.0,70.0
298,8,10,5285.59,4,4,4,444,d) excellent,a) most loyal customer,65.0,70.0
299,92,7,6897.92,1,3,4,134,a) poor,i) On the brink of losing customer,65.0,70.0
300,156,5,3475.9,1,2,3,123,a) poor,j)Evasive Customer ,66.0,70.0
301,93,2,89.71000000000001,1,1,1,111,a) poor,k) Lost customer,41.0,50.0
302,276,2,255.41,1,1,1,111,a) poor,k) Lost customer,45.0,50.0
303,43,3,3247.08,3,1,3,313,c) good,f) first time buyer,47.0,50.0
304,80,9,2785.04,2,4,2,242,b) avarage,g) losing customer,53.0,60.0
305,33,7,2700.88,3,3,2,332,c) good,e) Potential customer,48.0,50.0
306,123,2,239.35,1,1,1,111,a) poor,k) Lost customer,49.0,50.0
307,15,8,3465.61,4,4,3,443,d) excellent,b) very loyal customer,37.0,40.0
308,25,6,4086.21,3,3,3,333,c) good,e) Potential customer,38.0,40.0
309,9,4,2208.58,4,1,2,412,d) excellent,d) Recent customer,48.0,50.0
310,8,7,4744.1900000000005,4,3,4,434,d) excellent,b) very loyal customer,37.0,40.0
311,61,6,4054.48,2,3,3,233,b) avarage,g) losing customer,64.0,70.0
312,13,6,5001.71,4,3,4,434,d) excellent,b) very loyal customer,64.0,70.0
313,17,6,3186.63,4,3,3,433,d) excellent,b) very loyal customer,34.0,40.0
314,20,8,3200.15,3,4,3,343,c) good,e) Potential customer,59.0,60.0
315,27,9,2200.1099999999997,3,4,2,342,c) good,e) Potential customer,64.0,70.0
316,11,4,2158.71,4,1,2,412,d) excellent,d) Recent customer,46.0,50.0
317,51,5,3537.39,2,2,3,223,b) avarage,h) Could be lost,47.0,50.0
318,9,7,3632.18,4,3,3,433,d) excellent,b) very loyal customer,53.0,60.0
319,71,5,3955.9100000000003,2,2,3,223,b) avarage,h) Could be lost,50.0,50.0
320,12,10,7204.66,4,4,4,444,d) excellent,a) most loyal customer,24.0,30.0
321,12,5,2006.1799999999998,4,2,2,422,d) excellent,c) Becoming loyal,48.0,50.0
322,1,12,10341.569999999996,4,4,4,444,d) excellent,a) most loyal customer,44.0,50.0
323,35,6,2020.73,3,3,2,332,c) good,e) Potential customer,49.0,50.0
324,21,5,1779.6999999999998,3,2,1,321,c) good,f) first time buyer,36.0,40.0
325,133,6,4465.08,1,3,4,134,a) poor,i) On the brink of losing customer,50.0,50.0
326,161,3,1201.25,1,1,1,111,a) poor,k) Lost customer,42.0,50.0
327,16,5,3498.6299999999997,4,2,3,423,d) excellent,c) Becoming loyal,54.0,60.0
328,4,8,2357.7999999999997,4,4,2,442,d) excellent,b) very loyal customer,30.0,30.0
329,34,6,3618.01,3,3,3,333,c) good,e) Potential customer,37.0,40.0
330,107,6,5296.8,1,3,4,134,a) poor,i) On the brink of losing customer,63.0,70.0
331,82,6,4404.67,2,3,4,234,b) avarage,g) losing customer,23.0,30.0
